"AB106","AB107","AB108","AB109","AB110","AB111","AB112","AB113","AB114","AB115","AB116","AB117","AB118","AB119"
"U","F","C","B","G","G","G","A","U","G","C","N","C","C"
"U","G","C","B","G","G","H","A","U","B","C","N","C","G"
"U","F","C","B","G","G","B","H","B","C","C","G","C","C"
"U","G","G","B","G","G","G","B","B","G","C","G","C","C"
"B","G","G","G","G","G","A","G","B","F","B","F","C","G"
"U","F","G","B","G","G","B","A","G","C","B","F","C","C"
"U","F","C","B","G","G","A","A","U","C","C","N","C","C"
"U","G","C","B","G","G","A","G","B","F","C","G","C","C"
"B","G","C","F","G","C","H","G","B","F","B","C","G","G"
"U","F","C","B","G","G","A","A","U","G","B","N","C","H"
"B","G","C","F","G","G","A","B","B","F","B","F","G","C"
"U","G","C","B","G","G","A","A","U","B","C","N","C","U"
"B","G","C","F","G","G","A","G","A","B","C","F","C","C"
"U","U","U","U","G","U","U","U","B","F","C","N","C","H"
"U","G","C","B","G","G","A","F","B","G","B","F","C","C"
"U","G","G","B","G","G","G","C","B","G","C","H","C","C"
"U","F","C","B","G","G","A","C","B","G","B","F","C","C"
"B","G","C","B","G","G","A","F","A","C","C","H","C","B"
"B","G","C","F","G","G","H","H","B","B","C","F","C","C"
"U","F","C","B","G","G","A","F","B","B","C","G","C","U"
"U","F","C","B","G","G","B","F","B","F","B","F","G","H"
"U","C","G","B","G","C","G","F","G","B","C","H","C","C"
"B","G","C","B","G","G","A","C","A","G","B","H","G","C"
"U","G","C","B","G","G","B","H","B","G","B","F","C","B"
"B","F","C","B","G","G","A","A","B","C","C","G","C","C"
"U","G","C","B","G","G","G","F","C","C","B","H","C","B"
"U","G","G","B","G","C","B","F","B","B","C","H","C","C"
"B","F","G","G","C","G","G","F","B","F","C","F","C","G"
"B","F","C","A","C","G","H","G","B","G","C","H","C","G"
"B","G","G","G","G","G","H","H","H","G","C","F","C","C"
"U","F","C","B","G","U","A","G","B","F","B","C","C","U"
"U","G","C","C","C","U","U","H","B","B","C","G","C","C"
"U","G","C","B","C","G","A","G","B","G","C","G","C","U"
"B","G","C","B","G","G","G","A","B","G","B","C","C","B"
"B","G","G","B","G","G","C","G","G","F","B","C","G","C"
"U","G","G","B","G","C","G","A","B","G","C","C","C","G"
"U","G","G","F","C","G","B","G","B","B","B","F","G","G"
"U","F","C","B","G","U","H","A","B","F","B","N","C","C"
"B","G","G","B","C","G","G","H","B","C","C","G","C","G"
"U","F","G","B","G","U","U","A","B","B","B","C","G","C"
"U","F","G","B","G","G","G","F","B","F","B","C","G","G"
"B","G","C","B","C","G","H","H","B","B","C","G","C","C"
"U","G","C","B","C","C","B","A","B","C","C","G","C","B"
"B","G","G","B","G","G","C","F","B","G","B","F","G","G"
"B","G","C","H","C","C","A","H","H","G","C","G","C","C"
"U","G","C","B","G","G","H","A","U","C","B","F","C","C"
"U","G","G","B","G","G","H","G","B","C","C","H","C","C"
"B","G","C","B","G","G","G","F","B","G","B","C","G","C"
"B","C","C","C","G","G","H","F","B","G","B","F","G","B"
"B","G","C","B","C","G","A","B","B","C","C","F","C","C"
"U","G","C","C","G","G","A","G","G","B","C","F","C","C"
"B","G","C","A","G","G","A","G","B","G","C","H","C","C"
"U","G","G","B","G","G","A","G","B","G","C","F","C","G"
"U","G","C","B","C","U","G","A","C","C","B","F","C","C"
"U","G","C","B","G","G","G","H","B","F","C","G","G","C"
"U","U","U","U","G","U","U","U","B","F","B","N","G","G"
"B","G","G","B","C","G","G","C","B","F","B","C","C","C"
"U","G","C","B","C","G","B","A","B","F","B","H","G","H"
"U","G","C","F","G","G","U","G","B","C","C","F","C","G"
"B","G","C","B","C","G","A","B","B","F","C","G","G","G"
"B","F","G","C","G","G","A","G","B","B","C","F","C","C"
"B","G","C","B","G","G","H","G","B","B","B","H","C","G"
"B","G","C","A","G","C","B","H","B","F","C","G","C","G"
"B","G","C","B","G","G","A","F","B","C","C","G","C","C"
"B","G","G","F","G","G","A","G","B","F","C","F","C","G"
"B","G","G","B","G","C","B","A","B","G","C","C","G","B"
"G","F","C","B","G","G","A","C","B","C","C","F","C","G"
"U","F","C","U","G","G","A","U","B","B","C","N","G","C"
"U","G","G","B","G","G","A","G","B","G","C","G","G","C"
"U","G","C","B","G","G","H","F","B","C","C","G","C","C"
"C","F","G","B","C","G","H","G","A","C","C","G","C","C"
"U","G","G","B","G","G","B","H","B","C","B","H","C","G"
"U","U","U","B","G","U","U","A","B","F","B","N","G","U"
"U","G","G","H","G","U","G","G","B","C","C","H","C","U"
"U","F","G","G","G","G","C","H","B","C","C","F","C","U"
"B","F","C","B","G","C","B","G","C","B","B","C","G","C"
"B","G","C","B","G","G","G","C","B","B","B","H","C","C"
"B","G","C","B","G","C","H","G","B","F","C","G","C","C"
"B","G","G","B","G","G","A","G","B","F","B","G","G","G"
"B","G","C","F","G","G","A","H","B","B","B","F","C","C"
"U","G","C","F","G","G","H","A","B","B","B","F","G","C"
"U","F","C","B","G","G","G","A","B","F","B","C","G","C"
"U","F","G","B","C","G","H","G","B","C","B","F","C","C"
"B","G","G","B","G","G","A","F","B","C","C","G","C","G"
"U","G","G","B","G","G","G","F","B","G","C","H","C","C"
"U","C","G","B","G","G","G","A","B","B","B","C","C","C"
"U","G","C","C","G","G","H","H","B","B","C","G","C","C"
"U","G","C","C","C","G","B","H","B","B","C","F","G","C"
"U","G","C","F","G","G","H","G","B","F","B","F","C","G"
"U","G","G","B","G","G","B","G","B","B","C","H","G","C"
"U","G","G","B","G","G","B","F","B","G","C","H","C","G"
"U","F","C","B","G","G","A","A","B","C","B","N","C","C"
"U","G","G","B","C","G","G","F","B","C","C","N","G","H"
"B","G","C","B","G","G","A","G","B","C","C","G","C","C"
"G","G","C","B","G","G","H","G","B","B","B","F","G","C"
"U","G","C","B","C","G","H","A","B","C","B","N","C","C"
"U","C","G","B","G","G","H","A","U","C","C","F","C","G"
"G","G","C","B","G","G","H","H","B","G","B","H","C","C"
"B","G","G","G","C","G","A","G","B","G","C","G","C","C"
"U","G","C","B","G","G","C","H","F","B","B","F","C","G"
"U","F","G","B","G","G","A","F","B","B","C","F","C","C"
"U","F","C","B","C","G","A","F","B","G","B","F","C","H"
"B","G","G","B","C","G","C","H","B","F","C","F","C","B"
"U","F","G","B","G","G","H","A","U","B","B","H","C","C"
"U","G","G","F","G","G","B","G","C","C","C","G","C","C"
"U","G","C","G","G","G","H","H","B","C","C","F","C","B"
"B","G","C","C","G","G","H","H","B","F","C","G","G","G"
"C","G","G","B","C","G","G","F","B","B","B","F","C","G"
"C","G","G","G","G","G","B","H","B","B","C","G","C","C"
"B","G","G","A","G","G","H","G","B","F","C","H","C","C"
"U","F","G","B","G","G","U","F","U","G","B","H","C","H"
"B","F","C","B","C","C","G","A","B","C","C","N","C","C"
"B","G","C","B","G","G","H","A","A","F","C","G","C","C"
"U","G","C","B","G","G","H","H","B","C","B","H","C","B"
"U","F","C","B","G","G","U","F","B","B","B","N","C","B"
"U","F","C","B","C","C","H","A","B","F","C","H","C","B"
"U","F","C","U","C","U","A","U","B","F","B","N","C","C"
"B","G","G","A","G","G","B","H","B","F","C","F","C","G"
"U","F","C","H","G","G","A","G","B","C","C","H","C","H"
"B","G","G","B","G","G","H","C","B","B","B","H","C","H"
"B","G","C","B","C","G","B","A","B","F","C","C","C","H"
"U","F","G","B","G","G","B","A","B","B","C","H","C","G"
"U","G","C","B","G","G","F","B","B","G","C","F","C","C"
"B","G","C","B","G","G","A","G","B","C","C","F","C","B"
"U","G","C","B","G","G","B","F","H","B","B","F","C","C"
"U","F","G","B","G","G","H","F","B","C","C","H","C","C"
"B","G","C","B","C","G","A","G","B","B","B","F","C","U"
"U","G","C","B","G","G","H","A","F","G","B","H","C","C"
"B","G","C","B","G","G","G","G","B","F","C","F","C","G"
"U","F","C","A","G","G","A","C","B","F","B","H","G","C"
"U","C","C","B","G","G","C","A","U","F","B","N","C","H"
"U","G","C","B","G","G","A","H","B","F","B","H","C","B"
"U","F","C","B","G","U","H","A","B","F","B","H","C","U"
"U","G","G","B","G","U","U","H","B","C","B","H","C","C"
"C","G","G","B","G","G","G","G","B","C","C","G","C","C"
"B","G","G","B","G","G","B","A","B","F","B","F","C","C"
"U","G","G","B","C","G","G","F","B","G","C","H","C","C"
"U","G","C","B","G","G","C","F","B","F","C","C","G","C"
"U","G","G","B","G","G","H","F","B","F","B","H","G","H"
"U","G","G","B","C","U","C","F","B","C","C","F","C","G"
"U","F","C","B","G","G","U","A","B","G","B","C","G","B"
"G","G","C","C","G","G","A","G","B","B","C","H","G","C"
"B","G","G","B","C","G","C","F","B","G","B","F","C","C"
"U","F","C","B","C","C","B","H","C","F","B","C","G","C"
"U","G","C","F","G","C","G","F","B","C","C","H","C","C"
"B","G","C","B","G","G","H","H","A","B","C","G","C","C"
"U","F","C","C","C","G","H","A","U","C","B","C","C","B"
"B","G","G","A","G","G","A","F","B","B","C","G","C","C"
"U","F","C","B","G","G","B","F","B","F","C","F","C","B"
"U","F","G","B","G","G","G","H","B","F","B","H","G","H"
"B","G","C","B","G","G","B","A","B","C","C","F","C","C"
"U","G","C","B","C","G","A","H","B","F","C","H","G","C"
"U","F","G","B","G","U","U","A","U","C","C","H","C","C"
"B","G","G","B","G","G","H","F","B","C","C","G","C","C"
"U","F","C","A","G","G","H","H","B","F","B","C","G","C"
"U","G","G","B","G","G","C","A","B","C","C","N","C","C"
"U","G","C","B","G","U","B","H","B","G","B","F","C","F"
"U","F","C","B","G","U","B","A","U","F","B","H","C","U"
"U","G","G","B","G","G","A","H","B","G","B","F","C","G"
"U","F","G","B","G","G","B","G","B","B","C","F","C","B"
"B","G","G","B","C","G","H","A","B","B","C","F","C","B"
"B","F","C","C","C","G","H","A","B","C","C","N","C","C"
"U","U","U","U","G","U","U","U","B","B","B","N","C","B"
"U","C","G","B","G","G","G","H","B","C","C","F","C","C"
"U","G","C","B","G","G","C","G","B","F","C","G","C","C"
"B","G","C","B","G","G","A","A","B","H","B","H","G","H"
"U","G","C","C","G","G","C","F","B","C","C","N","C","C"
"U","F","G","B","G","G","G","G","B","C","C","G","C","H"
"G","G","C","F","C","G","B","F","G","C","C","H","G","B"
"U","U","U","U","G","U","U","U","B","B","B","N","C","G"
"U","G","G","C","G","G","G","H","B","C","C","H","C","C"
"U","F","G","B","G","G","B","A","B","C","C","N","C","G"
"B","G","C","H","C","G","H","H","B","F","B","C","C","C"
"U","G","G","B","G","G","G","A","B","F","B","H","G","C"
"U","F","G","B","G","G","G","A","B","B","B","H","C","G"
"U","F","G","F","G","G","H","G","F","F","B","F","C","C"
"U","G","G","C","G","G","G","G","B","G","C","F","C","C"
"U","G","C","B","G","G","H","F","B","C","B","C","G","C"
"U","G","G","B","G","G","B","F","B","B","C","G","C","U"
"G","G","C","B","C","G","A","G","B","F","C","G","C","C"
"B","G","C","B","G","G","H","A","H","C","C","G","C","C"
"U","G","G","B","G","G","G","H","B","B","C","G","C","C"
"U","G","G","B","C","G","H","H","A","F","B","H","C","C"
"U","F","G","C","C","G","B","A","B","C","C","F","C","G"
"U","F","G","C","G","G","G","F","B","C","C","G","C","C"
"U","G","G","B","G","G","G","A","B","G","B","H","G","H"
"B","G","G","B","G","G","H","G","B","B","B","H","C","C"
"U","F","C","B","G","G","B","F","B","G","B","F","G","C"
"G","G","C","B","G","U","H","A","B","G","C","C","C","C"
"B","G","C","B","G","G","A","F","B","C","C","G","C","C"
"U","F","C","B","G","G","B","A","B","B","B","F","C","H"
"U","G","G","B","G","U","G","H","F","G","C","H","C","C"
"U","F","G","B","G","G","G","F","G","G","C","F","G","H"
"U","G","G","B","G","G","G","H","B","F","C","C","C","G"
"C","G","C","B","C","G","G","H","B","F","B","H","G","C"
"U","C","G","B","C","U","G","F","B","B","B","C","C","C"
"U","G","G","B","G","G","H","C","B","G","C","F","C","C"
"U","F","C","B","G","C","G","F","B","G","B","C","G","C"
"U","G","G","B","G","G","B","H","B","G","B","H","C","C"
"U","G","G","B","G","G","B","A","B","G","B","H","G","C"
"U","G","C","B","G","G","A","A","B","C","B","H","C","C"
"B","G","C","B","G","G","H","H","B","B","B","F","G","G"
"U","G","G","B","C","G","G","C","F","C","C","G","C","C"
"U","F","C","A","G","G","A","F","B","B","C","G","C","C"
"U","F","G","B","G","G","G","G","B","B","B","C","C","C"
"U","F","G","B","G","G","C","A","U","G","C","G","C","C"
"B","G","G","B","C","G","G","F","B","B","B","F","G","C"
"C","G","G","B","G","G","G","H","G","C","C","G","C","C"
"U","F","G","B","C","G","B","F","B","C","C","C","C","B"
"U","F","C","B","C","G","H","H","B","B","B","H","C","C"
"U","F","C","B","G","G","G","H","B","C","B","H","G","B"
"U","G","G","B","G","G","C","G","B","B","C","G","C","C"
"U","G","C","B","G","G","A","A","B","C","C","G","C","H"
"U","C","G","B","G","G","U","A","B","B","B","N","G","C"
"B","G","C","B","G","G","A","H","B","G","B","H","G","B"
"U","G","G","B","G","G","G","G","B","C","B","G","C","G"
"U","G","G","B","G","G","G","G","B","B","B","H","C","C"
"B","G","C","B","G","G","C","A","C","G","C","C","G","H"
"U","F","C","B","G","G","A","A","B","F","B","C","G","C"
"U","G","C","B","G","C","B","F","B","C","C","F","C","C"
"U","G","G","B","G","G","B","H","B","F","B","C","G","C"
"B","F","C","B","G","G","H","H","B","F","C","G","G","C"
"B","G","G","B","G","G","U","F","C","C","C","G","C","C"
"B","G","C","B","C","G","C","A","H","G","B","H","C","B"
"G","F","C","C","G","G","A","G","B","F","C","G","C","B"
"B","F","G","B","G","U","U","A","B","C","C","H","C","U"
"U","G","C","B","G","G","A","G","B","F","B","F","G","B"
"U","G","C","B","G","G","H","H","B","B","B","H","C","C"
"U","G","C","B","G","G","G","H","B","C","B","H","C","B"
"U","F","C","B","G","G","A","A","B","B","B","N","C","C"
"U","G","G","B","G","G","H","F","B","C","B","C","C","C"
"U","G","G","H","G","G","G","G","B","G","B","H","C","C"
"U","F","G","B","G","G","G","A","B","C","B","H","C","C"
"B","G","G","B","C","G","G","F","B","C","B","F","C","C"
"B","G","G","B","G","G","A","G","F","G","C","F","C","C"
"U","C","C","B","G","G","G","A","B","G","C","N","G","G"
"B","G","C","B","G","G","B","G","B","G","C","G","C","C"
"B","G","C","B","G","G","A","H","B","B","B","F","C","G"
"B","G","C","A","G","G","A","G","B","G","C","F","G","H"
"B","G","C","B","G","G","A","G","B","F","B","H","G","C"
"B","F","C","F","G","G","A","G","A","F","C","G","G","C"
"U","G","C","B","G","G","B","H","A","F","C","H","C","C"
"B","G","C","B","G","C","H","F","B","B","B","F","C","C"
"C","F","G","B","G","G","C","F","C","F","B","H","G","B"
"U","G","C","B","C","G","G","A","B","G","B","H","C","H"
"B","G","G","B","G","G","H","G","B","C","C","G","C","G"
"U","F","C","B","G","G","B","F","B","B","C","H","C","C"
"U","G","C","B","G","G","U","H","B","F","B","F","C","C"
"U","F","G","B","G","G","A","A","B","B","B","N","C","H"
"B","G","C","B","G","G","A","F","B","B","B","H","C","C"
"U","F","G","B","G","G","G","G","B","C","B","F","C","U"
"C","G","G","C","C","C","B","H","H","C","C","F","C","G"
"B","G","C","H","G","G","B","G","B","G","B","H","C","C"
"A","G","G","B","G","G","U","H","B","F","C","G","C","C"
"U","G","C","C","G","G","U","G","B","B","C","C","C","C"
"U","G","G","B","C","G","H","H","G","G","B","F","G","H"
"U","C","G","B","G","G","A","A","U","F","B","N","G","H"
"U","C","G","B","G","G","B","F","B","B","B","C","C","C"
"U","F","C","B","C","G","B","F","U","B","B","C","G","C"
"B","G","G","B","G","G","G","F","B","B","C","H","C","H"
"C","G","G","B","G","G","C","H","A","G","B","F","G","C"
"B","G","C","B","G","G","H","G","A","G","B","F","C","B"
"B","G","G","B","G","G","A","F","B","B","C","G","C","G"
"U","F","G","B","G","U","B","F","B","F","B","C","G","B"
"B","G","C","B","G","C","A","H","B","C","B","H","C","C"
"U","C","G","B","G","G","B","F","H","B","C","C","C","C"
"B","G","C","B","G","G","H","G","B","G","C","G","C","C"
"U","F","C","B","G","G","G","F","B","G","B","F","G","C"
"U","G","C","B","G","G","G","F","B","B","B","C","C","C"
"U","G","C","B","G","G","A","A","A","F","C","G","C","C"
"U","G","G","B","G","G","B","A","B","B","B","F","C","G"
"U","F","C","B","C","G","H","H","B","B","B","H","C","G"
"A","G","G","H","G","G","U","G","H","C","C","G","C","H"
"U","F","G","B","G","G","G","F","B","F","B","C","G","B"
"G","C","C","B","G","G","B","F","B","B","B","H","C","C"
"U","C","C","U","G","U","A","U","B","C","B","N","C","G"
"U","G","G","B","G","G","A","A","B","F","B","C","G","G"
"U","C","G","U","G","G","G","U","U","B","B","N","C","C"
"B","G","C","B","G","G","A","F","B","G","C","H","C","C"
"U","G","C","G","C","G","G","H","B","B","B","C","G","C"
"B","G","C","B","G","G","B","F","B","C","C","G","C","H"
"U","G","G","B","C","G","A","F","B","B","B","N","C","G"
"B","G","C","B","G","U","U","A","B","C","C","G","C","U"
"U","G","G","A","G","G","G","G","B","B","C","G","C","G"
"U","G","C","B","C","G","A","H","B","F","C","F","G","C"
"U","F","C","B","G","U","U","A","B","G","B","N","G","G"
"U","F","G","B","G","G","B","A","B","G","C","G","C","C"
"A","F","G","C","G","G","G","F","G","C","C","F","C","C"
"U","F","G","B","G","G","B","F","B","F","C","H","G","U"
"U","F","C","B","G","G","A","F","H","B","B","H","C","H"
"U","G","C","B","G","G","B","H","B","C","C","F","C","G"
"U","F","C","B","G","U","C","G","B","C","B","C","C","U"
"U","C","G","B","G","U","U","A","B","B","B","N","C","U"
"U","G","C","B","G","G","A","H","B","B","C","C","C","C"
"U","U","U","B","G","U","U","A","U","B","F","N","G","C"
"B","G","G","B","G","G","B","F","B","C","B","C","C","C"
"U","F","C","B","G","C","B","A","U","B","F","N","C","U"
"C","G","G","F","G","G","H","H","A","F","C","H","C","H"
"B","G","G","B","G","G","B","H","B","C","C","G","C","G"
"B","F","C","A","C","G","H","H","B","F","C","G","C","C"
"B","G","G","C","G","G","B","H","B","G","B","F","C","C"
"U","F","G","B","G","U","A","A","U","F","C","N","G","G"
"U","G","G","B","G","G","A","F","F","G","B","F","C","C"
"B","G","G","B","G","G","A","A","B","G","B","F","C","G"
"U","G","C","B","G","U","A","H","B","G","B","N","G","G"
"B","G","C","B","G","G","H","H","B","C","C","G","C","C"
"B","G","G","B","G","G","B","F","B","C","C","F","C","C"
"U","F","C","B","G","G","G","F","B","H","B","C","C","B"
"B","F","G","B","G","G","B","H","B","C","B","F","C","B"
"U","F","C","B","G","G","A","G","B","B","C","H","C","C"
"U","G","G","B","G","G","G","F","B","B","B","C","C","B"
"U","G","G","B","G","G","A","H","B","C","C","G","C","U"
"B","G","C","C","G","G","H","A","G","G","B","F","C","C"
"U","F","G","B","C","G","B","H","F","G","C","H","C","B"
"U","G","C","B","G","C","B","G","B","C","C","G","C","H"
"B","G","G","C","G","G","A","G","B","G","B","F","G","C"
"B","G","C","C","G","G","H","H","B","C","B","G","C","C"
"U","G","G","B","G","G","G","F","A","G","B","F","C","U"
"U","F","C","B","C","G","H","H","A","F","B","F","G","C"
"U","F","G","B","G","G","A","H","F","F","B","F","G","C"
"U","F","G","B","C","U","G","F","B","F","B","N","C","H"
"U","G","G","B","G","G","B","H","B","G","B","F","G","B"
"U","F","C","B","G","G","B","F","B","B","B","H","G","C"
"U","G","G","B","G","G","A","H","B","C","C","G","C","B"
"U","G","G","B","G","G","C","F","B","G","B","C","G","H"
"B","F","C","B","G","G","H","A","B","B","B","N","C","C"
"U","G","G","B","G","G","H","H","F","B","B","F","C","G"
"U","F","G","B","G","G","B","F","B","G","B","F","C","C"
"U","G","G","B","G","G","A","B","U","B","B","F","C","C"
"B","G","C","B","G","G","H","H","B","F","B","H","C","B"
"U","G","G","B","G","G","A","H","G","B","C","G","C","C"
"B","G","C","B","G","C","H","G","B","F","C","G","C","U"
"U","G","G","F","G","G","A","G","A","G","B","G","C","C"
